Standard,Subject,Grade,Strand,Standard Number,Description,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include the following: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.4,"For a function that models a relationship between two quantities, interpret key features of graphs and tables in terms of the quantities, and sketch graphs showing key features given a verbal description of the relationship. Key features include the following: intercepts; intervals where the function is increasing, decreasing, positive, or negative; relative maximums and minimums; symmetries; end behavior; and periodicity.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.4.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.4.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.4.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.4.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.4.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.4.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.4.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.4.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.5,"Relate the domain of a function to its graph and, where applicable, to the quantitative relationship it describes.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.5.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.5.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.5.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.5.a,Focus on linear and exponential functions.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.5.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.5.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.5.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.5.b,"Focus on linear, quadratic, and exponential functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.5.c,Emphasize the selection of a type of function for a model based on behavior of data and context.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.5.c,Emphasize the selection of a type of function for a model based on behavior of data and context.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.5.c,Emphasize the selection of a type of function for a model based on behavior of data and context.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.5.c,Emphasize the selection of a type of function for a model based on behavior of data and context.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.6,Calculate and interpret the average rate of change of a function (presented symbolically or as a table) over a specified interval. Estimate the rate of change from a graph.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7,"Graph functions expressed symbolically and indicate key features of the graph, by hand in simple cases and using technology for more complicated cases. Include applications and how key features relate to characteristics of a situation, making selection of a particular type of function model appropriate.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7,"Graph functions expressed symbolically and indicate key features of the graph, by hand in simple cases and using technology for more complicated cases. Include applications and how key features relate to characteristics of a situation, making selection of a particular type of function model appropriate.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7,"Graph functions expressed symbolically and indicate key features of the graph, by hand in simple cases and using technology for more complicated cases. Include applications and how key features relate to characteristics of a situation, making selection of a particular type of function model appropriate.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7,"Graph functions expressed symbolically and indicate key features of the graph, by hand in simple cases and using technology for more complicated cases. Include applications and how key features relate to characteristics of a situation, making selection of a particular type of function model appropriate.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.a,Graph linear functions and indicate intercepts.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.a,Graph linear functions and indicate intercepts.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.a,Graph linear functions and indicate intercepts.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.a,Graph linear functions and indicate intercepts.,,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.b,"Graph quadratic functions and indicate intercepts, maxima, and minima.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.b,"Graph quadratic functions and indicate intercepts, maxima, and minima.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.b,"Graph quadratic functions and indicate intercepts, maxima, and minima.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.b,"Graph quadratic functions and indicate intercepts, maxima, and minima.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.c,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.c,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.c,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.c,"Graph square root, cube root, and piecewise-defined functions, including step functions and absolute value functions.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.d,"Graph polynomial functions, identifying zeros, when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.d,"Graph polynomial functions, identifying zeros, when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.d,"Graph polynomial functions, identifying zeros, when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.d,"Graph polynomial functions, identifying zeros, when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.e,"Graph simple exponential functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.e,"Graph simple exponential functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.e,"Graph simple exponential functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.e,"Graph simple exponential functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.7.f,"Graph exponential functions, indicating intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,F.IF.7.f,"Graph exponential functions, indicating intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,F.IF.7.f,"Graph exponential functions, indicating intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,F.IF.7.f,"Graph exponential functions, indicating intercepts and end behavior, and trigonometric functions, showing period, midline, and amplitude.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,(+)F.IF.7.g,"Graph rational functions, identifying zeros and asymptotes when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,(+)F.IF.7.g,"Graph rational functions, identifying zeros and asymptotes when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,(+)F.IF.7.g,"Graph rational functions, identifying zeros and asymptotes when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,(+)F.IF.7.g,"Graph rational functions, identifying zeros and asymptotes when factoring is reasonable, and indicating end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,(+)F.IF.7.h,"Graph logarithmic functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,10,Interpreting Functions,(+)F.IF.7.h,"Graph logarithmic functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,11,Interpreting Functions,(+)F.IF.7.h,"Graph logarithmic functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,12,Interpreting Functions,(+)F.IF.7.h,"Graph logarithmic functions, indicating intercepts and end behavior.",,,,,,,,,,,,,,,,,,,,,,,,
Ohio Math Standard,Math,9,Interpreting Functions,F.IF.8,Write a function defined by an expression in different but equivalent forms to reveal and explain different properties of the function.,,,,,,,,,,,,,,,,,,,,,,,,
